Variable_1,Variable_2,Correlation
Chr,Nerve - Tibial_GTExTPM,0.015834828560731835
Chr,Ovary_GTExTPM,0.019850939829444924
Chr,Pancreas_GTExTPM,0.019927610509787322
Chr,Pituitary_GTExTPM,0.03570147368570482
Chr,Prostate_GTExTPM,0.04025543403738054
Chr,Skin - Not Sun Exposed (Suprapubic)_GTExTPM,0.030188888359846337
Chr,Skin - Sun Exposed (Lower leg)_GTExTPM,0.029540726504005917
Chr,Small Intestine - Terminal Ileum_GTExTPM,0.024709418004726688
Chr,Spleen_GTExTPM,0.041222047122567405
Chr,Stomach_GTExTPM,0.025779073051566778
Chr,Testis_GTExTPM,0.05825232403284069
Chr,Thyroid_GTExTPM,0.03399035560460887
Chr,Uterus_GTExTPM,0.022259344124358368
Chr,Vagina_GTExTPM,0.023832970512757047
Chr,Whole Blood_GTExTPM,0.05392988437863002
Chr,opentargets_association_score,-0.03692241778586677
Chr,DGIdb_interaction_group_score,-0.015236813521750135
Chr,HIPred,-0.0444236032183813
Chr,SDI,-0.019426197476703346
Chr,pLI,-0.013840653447859274
Chr,O_GlcNAc_Score,0.030909386627305527
Chr,RVIS_Score,-0.014736209950591229
Chr,IPA_BP,-0.026675254831371967
Gene_length,Chr,-0.12212550401733807
Gene_length,Gene_length,1.0
Gene_length,Adipose - Subcutaneous_GTExTPM,0.09625482510114214
Gene_length,Adipose - Visceral (Omentum)_GTExTPM,0.07705571751730907
Gene_length,Adrenal Gland_GTExTPM,0.07052387383651366
Gene_length,Artery - Aorta_GTExTPM,0.09680144962162633
Gene_length,Artery - Coronary_GTExTPM,0.09296675065801889
Gene_length,Artery - Tibial_GTExTPM,0.12021005134509496
Gene_length,Bladder_GTExTPM,0.08274458039576987
Gene_length,Brain - Amygdala_GTExTPM,0.12018952233015985
Gene_length,Brain - Anterior cingulate cortex (BA24)_GTExTPM,0.12897991929223226
Gene_length,Brain - Caudate (basal ganglia)_GTExTPM,0.12044867777055637
Gene_length,Brain - Cerebellar Hemisphere_GTExTPM,0.12275110969185456
Gene_length,Brain - Cerebellum_GTExTPM,0.11607799697062685
Gene_length,Brain - Cortex_GTExTPM,0.12422332157519242
Gene_length,Brain - Frontal Cortex (BA9)_GTExTPM,0.13865631877645215
Gene_length,Brain - Hippocampus_GTExTPM,0.12040691923453152
Gene_length,Brain - Hypothalamus_GTExTPM,0.11304631180433951
Gene_length,Brain - Nucleus accumbens (basal ganglia)_GTExTPM,0.12121160844195543
Gene_length,Brain - Putamen (basal ganglia)_GTExTPM,0.11139814882910609
Gene_length,Brain - Spinal cord (cervical c-1)_GTExTPM,0.11969777888833122
Gene_length,Brain - Substantia nigra_GTExTPM,0.11595437231217447
Gene_length,Breast - Mammary Tissue_GTExTPM,0.079011258235566
Gene_length,Cells - Cultured fibroblasts_GTExTPM,0.09439489910356408
Gene_length,Cells - EBV-transformed lymphocytes_GTExTPM,0.05215618681812279
Gene_length,Cervix - Ectocervix_GTExTPM,0.09206217917413553
Gene_length,Cervix - Endocervix_GTExTPM,0.08328686214304387
Gene_length,Colon - Sigmoid_GTExTPM,0.09787559243145502
Gene_length,Colon - Transverse_GTExTPM,0.057035262692955294
Gene_length,Esophagus - Gastroesophageal Junction_GTExTPM,0.09630757487476722
Gene_length,Esophagus - Mucosa_GTExTPM,0.03977937372536534
Gene_length,Esophagus - Muscularis_GTExTPM,0.09780313218802265
Gene_length,Fallopian Tube_GTExTPM,0.07100808893079234
Gene_length,Heart - Atrial Appendage_GTExTPM,0.09174212759614352
Gene_length,Heart - Left Ventricle_GTExTPM,0.08241670187440238
Gene_length,Kidney - Cortex_GTExTPM,0.04565566431513572
Gene_length,Kidney - Medulla_GTExTPM,0.03894603593471127
Gene_length,Liver_GTExTPM,0.03170559893834961
Gene_length,Lung_GTExTPM,0.07204840250752864
Gene_length,Minor Salivary Gland_GTExTPM,0.06258229937147855
Gene_length,Muscle - Skeletal_GTExTPM,0.09193800704423045
Gene_length,Nerve - Tibial_GTExTPM,0.10152598244866991
Gene_length,Ovary_GTExTPM,0.09382702115252131
Gene_length,Pancreas_GTExTPM,0.05466999147657689
Gene_length,Pituitary_GTExTPM,0.07147921335339263
Gene_length,Prostate_GTExTPM,0.05297670727902293
Gene_length,Skin - Not Sun Exposed (Suprapubic)_GTExTPM,0.04347424956732407
Gene_length,Skin - Sun Exposed (Lower leg)_GTExTPM,0.048294035065413514
Gene_length,Small Intestine - Terminal Ileum_GTExTPM,0.03985653036457452
Gene_length,Spleen_GTExTPM,0.024603775013087123
Gene_length,Stomach_GTExTPM,0.048037121504029265
Gene_length,Testis_GTExTPM,0.02622902588972044
Gene_length,Thyroid_GTExTPM,0.0818838933418965
Gene_length,Uterus_GTExTPM,0.09061517537102705
Gene_length,Vagina_GTExTPM,0.06046301399260362
Gene_length,Whole Blood_GTExTPM,0.013637543040137947
Gene_length,opentargets_association_score,-0.03954036542861847
Gene_length,DGIdb_interaction_group_score,-0.08899148889588492
Gene_length,HIPred,0.3079689362027177
Gene_length,SDI,0.16454111012331787
Gene_length,pLI,0.0910222711138218
Gene_length,O_GlcNAc_Score,0.10965878031619804
Gene_length,RVIS_Score,-0.2523675492370545
Gene_length,IPA_BP,0.04138974921961118
Adipose - Subcutaneous_GTExTPM,Chr,0.015386310231134391
Adipose - Subcutaneous_GTExTPM,Gene_length,0.09625482510114214
Adipose - Subcutaneous_GTExTPM,Adipose - Subcutaneous_GTExTPM,1.0
Adipose - Subcutaneous_GTExTPM,Adipose - Visceral (Omentum)_GTExTPM,0.984178801387018
Adipose - Subcutaneous_GTExTPM,Adrenal Gland_GTExTPM,0.9054336078672308
Adipose - Subcutaneous_GTExTPM,Artery - Aorta_GTExTPM,0.9429515681194842
Adipose - Subcutaneous_GTExTPM,Artery - Coronary_GTExTPM,0.964393966424986
Adipose - Subcutaneous_GTExTPM,Artery - Tibial_GTExTPM,0.9479036945916507
Adipose - Subcutaneous_GTExTPM,Bladder_GTExTPM,0.9535878255068956
Adipose - Subcutaneous_GTExTPM,Brain - Amygdala_GTExTPM,0.7757259495739799
Adipose - Subcutaneous_GTExTPM,Brain - Anterior cingulate cortex (BA24)_GTExTPM,0.7501245408599401
Adipose - Subcutaneous_GTExTPM,Brain - Caudate (basal ganglia)_GTExTPM,0.7721455604435731
Adipose - Subcutaneous_GTExTPM,Brain - Cerebellar Hemisphere_GTExTPM,0.7285688446240759
Adipose - Subcutaneous_GTExTPM,Brain - Cerebellum_GTExTPM,0.7317758383748088
Adipose - Subcutaneous_GTExTPM,Brain - Cortex_GTExTPM,0.7450696330916731
Adipose - Subcutaneous_GTExTPM,Brain - Frontal Cortex (BA9)_GTExTPM,0.7341577395320186
Adipose - Subcutaneous_GTExTPM,Brain - Hippocampus_GTExTPM,0.7798068955534222
Adipose - Subcutaneous_GTExTPM,Brain - Hypothalamus_GTExTPM,0.7765156675057128
Adipose - Subcutaneous_GTExTPM,Brain - Nucleus accumbens (basal ganglia)_GTExTPM,0.7544823265211724
Adipose - Subcutaneous_GTExTPM,Brain - Putamen (basal ganglia)_GTExTPM,0.7792518804539047
Adipose - Subcutaneous_GTExTPM,Brain - Spinal cord (cervical c-1)_GTExTPM,0.8277189799963354
Adipose - Subcutaneous_GTExTPM,Brain - Substantia nigra_GTExTPM,0.814384166055572
Adipose - Subcutaneous_GTExTPM,Breast - Mammary Tissue_GTExTPM,0.9803528502349904
Adipose - Subcutaneous_GTExTPM,Cells - Cultured fibroblasts_GTExTPM,0.8804372830922187
Adipose - Subcutaneous_GTExTPM,Cells - EBV-transformed lymphocytes_GTExTPM,0.7689917665102846
Adipose - Subcutaneous_GTExTPM,Cervix - Ectocervix_GTExTPM,0.94453375620321
Adipose - Subcutaneous_GTExTPM,Cervix - Endocervix_GTExTPM,0.9442390894703723
Adipose - Subcutaneous_GTExTPM,Colon - Sigmoid_GTExTPM,0.934533246275974
Adipose - Subcutaneous_GTExTPM,Colon - Transverse_GTExTPM,0.9020013636493205
Adipose - Subcutaneous_GTExTPM,Esophagus - Gastroesophageal Junction_GTExTPM,0.9496294445310022
Adipose - Subcutaneous_GTExTPM,Esophagus - Mucosa_GTExTPM,0.85017061836613
Adipose - Subcutaneous_GTExTPM,Esophagus - Muscularis_GTExTPM,0.945620464663325
Adipose - Subcutaneous_GTExTPM,Fallopian Tube_GTExTPM,0.94714674256476
Adipose - Subcutaneous_GTExTPM,Heart - Atrial Appendage_GTExTPM,0.9179177976851737
Adipose - Subcutaneous_GTExTPM,Heart - Left Ventricle_GTExTPM,0.9053902747275013
Adipose - Subcutaneous_GTExTPM,Kidney - Cortex_GTExTPM,0.8668289579761875
Adipose - Subcutaneous_GTExTPM,Kidney - Medulla_GTExTPM,0.8754345605412774
Adipose - Subcutaneous_GTExTPM,Liver_GTExTPM,0.8159706424175426
Adipose - Subcutaneous_GTExTPM,Lung_GTExTPM,0.9300967628792568
Adipose - Subcutaneous_GTExTPM,Minor Salivary Gland_GTExTPM,0.8986231196182236
Adipose - Subcutaneous_GTExTPM,Muscle - Skeletal_GTExTPM,0.877584779132809
Adipose - Subcutaneous_GTExTPM,Nerve - Tibial_GTExTPM,0.9468760474257645
Adipose - Subcutaneous_GTExTPM,Ovary_GTExTPM,0.9109698457998583
Adipose - Subcutaneous_GTExTPM,Pancreas_GTExTPM,0.8561896392060963
Adipose - Subcutaneous_GTExTPM,Pituitary_GTExTPM,0.8289973928967483
Adipose - Subcutaneous_GTExTPM,Prostate_GTExTPM,0.9145897487049434
Adipose - Subcutaneous_GTExTPM,Skin - Not Sun Exposed (Suprapubic)_GTExTPM,0.8583234835110803
Adipose - Subcutaneous_GTExTPM,Skin - Sun Exposed (Lower leg)_GTExTPM,0.8651165234047679
Adipose - Subcutaneous_GTExTPM,Small Intestine - Terminal Ileum_GTExTPM,0.8899347530260736
Adipose - Subcutaneous_GTExTPM,Spleen_GTExTPM,0.880816501747073
Adipose - Subcutaneous_GTExTPM,Stomach_GTExTPM,0.8990376970692868
Adipose - Subcutaneous_GTExTPM,Testis_GTExTPM,0.6524185754599652
Adipose - Subcutaneous_GTExTPM,Thyroid_GTExTPM,0.9182357592019331
Adipose - Subcutaneous_GTExTPM,Uterus_GTExTPM,0.9424018910430452
Adipose - Subcutaneous_GTExTPM,Vagina_GTExTPM,0.9058855134013718
Adipose - Subcutaneous_GTExTPM,Whole Blood_GTExTPM,0.7899164695448362
Adipose - Subcutaneous_GTExTPM,opentargets_association_score,-0.0723609037414602
Adipose - Subcutaneous_GTExTPM,DGIdb_interaction_group_score,0.006204124471001327
Adipose - Subcutaneous_GTExTPM,HIPred,0.41603039767066574
Adipose - Subcutaneous_GTExTPM,SDI,0.2864839222828561
Adipose - Subcutaneous_GTExTPM,pLI,0.26575763036841704
Adipose - Subcutaneous_GTExTPM,O_GlcNAc_Score,0.04464223746857891
Adipose - Subcutaneous_GTExTPM,RVIS_Score,-0.2740058577169245
Adipose - Subcutaneous_GTExTPM,IPA_BP,0.034347741535523814
Adipose - Visceral (Omentum)_GTExTPM,Chr,0.017604144288828616
Adipose - Visceral (Omentum)_GTExTPM,Gene_length,0.07705571751730907
Adipose - Visceral (Omentum)_GTExTPM,Adipose - Subcutaneous_GTExTPM,0.984178801387018
Adipose - Visceral (Omentum)_GTExTPM,Adipose - Visceral (Omentum)_GTExTPM,1.0
Adipose - Visceral (Omentum)_GTExTPM,Adrenal Gland_GTExTPM,0.909716276168115
Adipose - Visceral (Omentum)_GTExTPM,Artery - Aorta_GTExTPM,0.9379460642543018
Adipose - Visceral (Omentum)_GTExTPM,Artery - Coronary_GTExTPM,0.9608998116016885
Adipose - Visceral (Omentum)_GTExTPM,Artery - Tibial_GTExTPM,0.9341227070742983
Adipose - Visceral (Omentum)_GTExTPM,Bladder_GTExTPM,0.9505504684382745
Adipose - Visceral (Omentum)_GTExTPM,Brain - Amygdala_GTExTPM,0.7774545627047825
Adipose - Visceral (Omentum)_GTExTPM,Brain - Anterior cingulate cortex (BA24)_GTExTPM,0.7510465323290098
Adipose - Visceral (Omentum)_GTExTPM,Brain - Caudate (basal ganglia)_GTExTPM,0.7732405400890447
Adipose - Visceral (Omentum)_GTExTPM,Brain - Cerebellar Hemisphere_GTExTPM,0.7246033484745079
Adipose - Visceral (Omentum)_GTExTPM,Brain - Cerebellum_GTExTPM,0.728372509318664
Adipose - Visceral (Omentum)_GTExTPM,Brain - Cortex_GTExTPM,0.745738013354425
Adipose - Visceral (Omentum)_GTExTPM,Brain - Frontal Cortex (BA9)_GTExTPM,0.7346848659263724
Adipose - Visceral (Omentum)_GTExTPM,Brain - Hippocampus_GTExTPM,0.7811134887640998
Adipose - Visceral (Omentum)_GTExTPM,Brain - Hypothalamus_GTExTPM,0.7785166433179761
Adipose - Visceral (Omentum)_GTExTPM,Brain - Nucleus accumbens (basal ganglia)_GTExTPM,0.7548574191793901
Adipose - Visceral (Omentum)_GTExTPM,Brain - Putamen (basal ganglia)_GTExTPM,0.7803437580914245
Adipose - Visceral (Omentum)_GTExTPM,Brain - Spinal cord (cervical c-1)_GTExTPM,0.8280326106399305
Adipose - Visceral (Omentum)_GTExTPM,Brain - Substantia nigra_GTExTPM,0.8154038725232273
Adipose - Visceral (Omentum)_GTExTPM,Breast - Mammary Tissue_GTExTPM,0.9761046680845481
Adipose - Visceral (Omentum)_GTExTPM,Cells - Cultured fibroblasts_GTExTPM,0.874002691385904
Adipose - Visceral (Omentum)_GTExTPM,Cells - EBV-transformed lymphocytes_GTExTPM,0.769970464786063
Adipose - Visceral (Omentum)_GTExTPM,Cervix - Ectocervix_GTExTPM,0.9396675412792139
Adipose - Visceral (Omentum)_GTExTPM,Cervix - Endocervix_GTExTPM,0.9418223641747773
Adipose - Visceral (Omentum)_GTExTPM,Colon - Sigmoid_GTExTPM,0.9319651896879467
Adipose - Visceral (Omentum)_GTExTPM,Colon - Transverse_GTExTPM,0.9060270700275123
Adipose - Visceral (Omentum)_GTExTPM,Esophagus - Gastroesophageal Junction_GTExTPM,0.9462250466220021
Adipose - Visceral (Omentum)_GTExTPM,Esophagus - Mucosa_GTExTPM,0.8568717007890719
Adipose - Visceral (Omentum)_GTExTPM,Esophagus - Muscularis_GTExTPM,0.9418971425322169
Adipose - Visceral (Omentum)_GTExTPM,Fallopian Tube_GTExTPM,0.9512964120658359
Adipose - Visceral (Omentum)_GTExTPM,Heart - Atrial Appendage_GTExTPM,0.9208110371425713
Adipose - Visceral (Omentum)_GTExTPM,Heart - Left Ventricle_GTExTPM,0.9058377620672645
Adipose - Visceral (Omentum)_GTExTPM,Kidney - Cortex_GTExTPM,0.8762797951992289
Adipose - Visceral (Omentum)_GTExTPM,Kidney - Medulla_GTExTPM,0.8849840447605426
Adipose - Visceral (Omentum)_GTExTPM,Liver_GTExTPM,0.8245111551730959
Adipose - Visceral (Omentum)_GTExTPM,Lung_GTExTPM,0.9406452302793178
Adipose - Visceral (Omentum)_GTExTPM,Minor Salivary Gland_GTExTPM,0.900814456027725
Adipose - Visceral (Omentum)_GTExTPM,Muscle - Skeletal_GTExTPM,0.8662633702377521
Adipose - Visceral (Omentum)_GTExTPM,Nerve - Tibial_GTExTPM,0.9377048021188851
Adipose - Visceral (Omentum)_GTExTPM,Ovary_GTExTPM,0.9124494840921586
Adipose - Visceral (Omentum)_GTExTPM,Pancreas_GTExTPM,0.8634803249106251
Adipose - Visceral (Omentum)_GTExTPM,Pituitary_GTExTPM,0.8366991959583563
Adipose - Visceral (Omentum)_GTExTPM,Prostate_GTExTPM,0.9179874048559433
Adipose - Visceral (Omentum)_GTExTPM,Skin - Not Sun Exposed (Suprapubic)_GTExTPM,0.8568503107472695
Adipose - Visceral (Omentum)_GTExTPM,Skin - Sun Exposed (Lower leg)_GTExTPM,0.8599980985167487
Adipose - Visceral (Omentum)_GTExTPM,Small Intestine - Terminal Ileum_GTExTPM,0.8957766537967381
Adipose - Visceral (Omentum)_GTExTPM,Spleen_GTExTPM,0.8898800986859233
Adipose - Visceral (Omentum)_GTExTPM,Stomach_GTExTPM,0.9063716579638171
Adipose - Visceral (Omentum)_GTExTPM,Testis_GTExTPM,0.6490154543925261
Adipose - Visceral (Omentum)_GTExTPM,Thyroid_GTExTPM,0.9210469952007991
Adipose - Visceral (Omentum)_GTExTPM,Uterus_GTExTPM,0.93978558074189
Adipose - Visceral (Omentum)_GTExTPM,Vagina_GTExTPM,0.908116304879608
Adipose - Visceral (Omentum)_GTExTPM,Whole Blood_GTExTPM,0.7983071774115323
Adipose - Visceral (Omentum)_GTExTPM,opentargets_association_score,-0.08006705680406866
Adipose - Visceral (Omentum)_GTExTPM,DGIdb_interaction_group_score,0.016344074471231415
Adipose - Visceral (Omentum)_GTExTPM,HIPred,0.4118273939709096
Adipose - Visceral (Omentum)_GTExTPM,SDI,0.2935732619434543
Adipose - Visceral (Omentum)_GTExTPM,pLI,0.2644073393367656
Adipose - Visceral (Omentum)_GTExTPM,O_GlcNAc_Score,0.04163303845892898
Adipose - Visceral (Omentum)_GTExTPM,RVIS_Score,-0.26917023484045455
Adipose - Visceral (Omentum)_GTExTPM,IPA_BP,0.036868983582125175
Adrenal Gland_GTExTPM,Chr,0.021786401722359867
Adrenal Gland_GTExTPM,Gene_length,0.07052387383651366
Adrenal Gland_GTExTPM,Adipose - Subcutaneous_GTExTPM,0.9054336078672308
Adrenal Gland_GTExTPM,Adipose - Visceral (Omentum)_GTExTPM,0.909716276168115
Adrenal Gland_GTExTPM,Adrenal Gland_GTExTPM,1.0
Adrenal Gland_GTExTPM,Artery - Aorta_GTExTPM,0.9023887375646642
Adrenal Gland_GTExTPM,Artery - Coronary_GTExTPM,0.911847891760486
Adrenal Gland_GTExTPM,Artery - Tibial_GTExTPM,0.8949624373766617
Adrenal Gland_GTExTPM,Bladder_GTExTPM,0.9149855015216647
Adrenal Gland_GTExTPM,Brain - Amygdala_GTExTPM,0.8055056897925413
Adrenal Gland_GTExTPM,Brain - Anterior cingulate cortex (BA24)_GTExTPM,0.7855604349444282
Adrenal Gland_GTExTPM,Brain - Caudate (basal ganglia)_GTExTPM,0.8023255369814608
Adrenal Gland_GTExTPM,Brain - Cerebellar Hemisphere_GTExTPM,0.7672143480031834
Adrenal Gland_GTExTPM,Brain - Cerebellum_GTExTPM,0.76840981661461
Adrenal Gland_GTExTPM,Brain - Cortex_GTExTPM,0.7799667089136972
Adrenal Gland_GTExTPM,Brain - Frontal Cortex (BA9)_GTExTPM,0.7721760758094601
Adrenal Gland_GTExTPM,Brain - Hippocampus_GTExTPM,0.807833566928724
Adrenal Gland_GTExTPM,Brain - Hypothalamus_GTExTPM,0.8125631383188974
Adrenal Gland_GTExTPM,Brain - Nucleus accumbens (basal ganglia)_GTExTPM,0.7919381055951609
Adrenal Gland_GTExTPM,Brain - Putamen (basal ganglia)_GTExTPM,0.8063963055928068
Adrenal Gland_GTExTPM,Brain - Spinal cord (cervical c-1)_GTExTPM,0.8430071270729605
Adrenal Gland_GTExTPM,Brain - Substantia nigra_GTExTPM,0.8354189796005907
Adrenal Gland_GTExTPM,Breast - Mammary Tissue_GTExTPM,0.909270812418858
Adrenal Gland_GTExTPM,Cells - Cultured fibroblasts_GTExTPM,0.8699521009500268
Adrenal Gland_GTExTPM,Cells - EBV-transformed lymphocytes_GTExTPM,0.7876760276255795
Adrenal Gland_GTExTPM,Cervix - Ectocervix_GTExTPM,0.9055035066776954
Adrenal Gland_GTExTPM,Cervix - Endocervix_GTExTPM,0.9115117825270566
Adrenal Gland_GTExTPM,Colon - Sigmoid_GTExTPM,0.9037587519457057
Adrenal Gland_GTExTPM,Colon - Transverse_GTExTPM,0.8807159505199106
Adrenal Gland_GTExTPM,Esophagus - Gastroesophageal Junction_GTExTPM,0.908889187356748
Adrenal Gland_GTExTPM,Esophagus - Mucosa_GTExTPM,0.8427327970845807
Adrenal Gland_GTExTPM,Esophagus - Muscularis_GTExTPM,0.9070836052697404
Adrenal Gland_GTExTPM,Fallopian Tube_GTExTPM,0.9127328649967182
Adrenal Gland_GTExTPM,Heart - Atrial Appendage_GTExTPM,0.8917200006774423
Adrenal Gland_GTExTPM,Heart - Left Ventricle_GTExTPM,0.8870487051212864
Adrenal Gland_GTExTPM,Kidney - Cortex_GTExTPM,0.8804340700149571
Adrenal Gland_GTExTPM,Kidney - Medulla_GTExTPM,0.8837367665658323
Adrenal Gland_GTExTPM,Liver_GTExTPM,0.8392194727920306
Adrenal Gland_GTExTPM,Lung_GTExTPM,0.8834067526015034
Adrenal Gland_GTExTPM,Minor Salivary Gland_GTExTPM,0.878855241482452
Adrenal Gland_GTExTPM,Muscle - Skeletal_GTExTPM,0.8544886654957649
Adrenal Gland_GTExTPM,Nerve - Tibial_GTExTPM,0.8928600001451994
Adrenal Gland_GTExTPM,Ovary_GTExTPM,0.9139265118418816
Adrenal Gland_GTExTPM,Pancreas_GTExTPM,0.8813106914783735
Adrenal Gland_GTExTPM,Pituitary_GTExTPM,0.8723217079086403
Adrenal Gland_GTExTPM,Prostate_GTExTPM,0.9018702118678559
Adrenal Gland_GTExTPM,Skin - Not Sun Exposed (Suprapubic)_GTExTPM,0.8324550542949128
Adrenal Gland_GTExTPM,Skin - Sun Exposed (Lower leg)_GTExTPM,0.8314648829004285
Adrenal Gland_GTExTPM,Small Intestine - Terminal Ileum_GTExTPM,0.8703401338897948
Adrenal Gland_GTExTPM,Spleen_GTExTPM,0.8655941644727024
Adrenal Gland_GTExTPM,Stomach_GTExTPM,0.8958511785255283
Adrenal Gland_GTExTPM,Testis_GTExTPM,0.6914075631815977
Adrenal Gland_GTExTPM,Thyroid_GTExTPM,0.8999049953831063
Adrenal Gland_GTExTPM,Uterus_GTExTPM,0.90875611660983
Adrenal Gland_GTExTPM,Vagina_GTExTPM,0.8748503849844537
Adrenal Gland_GTExTPM,Whole Blood_GTExTPM,0.7807879882975579
Adrenal Gland_GTExTPM,opentargets_association_score,-0.0590597026412889
Adrenal Gland_GTExTPM,DGIdb_interaction_group_score,-0.0017510264932782808
Adrenal Gland_GTExTPM,HIPred,0.3959325802383305
Adrenal Gland_GTExTPM,SDI,0.2716740177504788
Adrenal Gland_GTExTPM,pLI,0.2515555666063256
Adrenal Gland_GTExTPM,O_GlcNAc_Score,0.0010827614148857965
Adrenal Gland_GTExTPM,RVIS_Score,-0.2693756423909786
Adrenal Gland_GTExTPM,IPA_BP,0.0037901790862732215
Artery - Aorta_GTExTPM,Chr,0.006539677150692995
Artery - Aorta_GTExTPM,Gene_length,0.09680144962162633
Artery - Aorta_GTExTPM,Adipose - Subcutaneous_GTExTPM,0.9429515681194842
Artery - Aorta_GTExTPM,Adipose - Visceral (Omentum)_GTExTPM,0.9379460642543018
Artery - Aorta_GTExTPM,Adrenal Gland_GTExTPM,0.9023887375646642
Artery - Aorta_GTExTPM,Artery - Aorta_GTExTPM,1.0
Artery - Aorta_GTExTPM,Artery - Coronary_GTExTPM,0.986743620801021
Artery - Aorta_GTExTPM,Artery - Tibial_GTExTPM,0.9816395781207712
Artery - Aorta_GTExTPM,Bladder_GTExTPM,0.9517037163663924
Artery - Aorta_GTExTPM,Brain - Amygdala_GTExTPM,0.7909624306227953
Artery - Aorta_GTExTPM,Brain - Anterior cingulate cortex (BA24)_GTExTPM,0.7689050148284752
Artery - Aorta_GTExTPM,Brain - Caudate (basal ganglia)_GTExTPM,0.7881027118518124
Artery - Aorta_GTExTPM,Brain - Cerebellar Hemisphere_GTExTPM,0.7487304618016343
Artery - Aorta_GTExTPM,Brain - Cerebellum_GTExTPM,0.7514084387774566
Artery - Aorta_GTExTPM,Brain - Cortex_GTExTPM,0.7646421264319984
Artery - Aorta_GTExTPM,Brain - Frontal Cortex (BA9)_GTExTPM,0.7549320293468388
Artery - Aorta_GTExTPM,Brain - Hippocampus_GTExTPM,0.7945797107330899
Artery - Aorta_GTExTPM,Brain - Hypothalamus_GTExTPM,0.7946268694002953
Artery - Aorta_GTExTPM,Brain - Nucleus accumbens (basal ganglia)_GTExTPM,0.7734327594021811
Artery - Aorta_GTExTPM,Brain - Putamen (basal ganglia)_GTExTPM,0.7932155144725415
Artery - Aorta_GTExTPM,Brain - Spinal cord (cervical c-1)_GTExTPM,0.8356481782422719
Artery - Aorta_GTExTPM,Brain - Substantia nigra_GTExTPM,0.8247687509636217
Artery - Aorta_GTExTPM,Breast - Mammary Tissue_GTExTPM,0.9359764288362584
Artery - Aorta_GTExTPM,Cells - Cultured fibroblasts_GTExTPM,0.8842417153399555
Artery - Aorta_GTExTPM,Cells - EBV-transformed lymphocytes_GTExTPM,0.7619792045145415
Artery - Aorta_GTExTPM,Cervix - Ectocervix_GTExTPM,0.943748837580086
Artery - Aorta_GTExTPM,Cervix - Endocervix_GTExTPM,0.9450316148353324
Artery - Aorta_GTExTPM,Colon - Sigmoid_GTExTPM,0.9430423782109765
Artery - Aorta_GTExTPM,Colon - Transverse_GTExTPM,0.8942559884515727
Artery - Aorta_GTExTPM,Esophagus - Gastroesophageal Junction_GTExTPM,0.9570603653330109
Artery - Aorta_GTExTPM,Esophagus - Mucosa_GTExTPM,0.8426773840671866
Artery - Aorta_GTExTPM,Esophagus - Muscularis_GTExTPM,0.9525279471485474
